Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	1013	4.69e-16	15.3	6.35	-62	-20	24	-47.1	-23.8	54.2	1.08e+03	-28	-24	72	288
7	412	2.09e-08	7.68	6.62	-46	-76	-4	-43.4	-78.5	-5.25	590	-42	-76	-14	289
6	311	8.34e-07	6.08	5.61	40	-74	-6	43.7	-71.2	-3.46	560	20	-82	-10	257
5	244	1.16e-05	4.93	5.12	-30	-42	38	-34.3	-43.8	45.4	342	-40	-40	42	225
4	183	0.000163	3.79	5.35	40	-50	56	39.6	-47.8	53.2	318	44	-46	62	218
3	119	0.00365	2.44	4.9	-4	0	50	-0.824	0.514	48.6	396	-4	0	50	264
2	106	0.0073	2.14	5.78	-34	2	10	-38	1.01	9.18	440	-38	0	10	276
1	78	0.0358	1.45	4.22	44	-10	62	38.9	-2.33	59.1	415	44	-10	62	275
