Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	1776	4.27e-23	22.4	8.21	-36	-30	52	-40.1	-32.4	44.4	569	-38	-30	52	259
7	899	2.4e-14	13.6	6.35	-44	-64	-10	-42.1	-71.4	-7.89	461	-40	-86	-2	234
6	889	3.12e-14	13.5	5.49	48	-74	-2	42	-57.7	-17.1	437	46	-52	-28	238
5	392	5.96e-08	7.22	4.99	52	-24	34	42.5	-37.4	41.5	427	34	-54	52	230
4	238	2.15e-05	4.67	6.01	38	-74	18	34.2	-72.9	21	452	38	-74	18	223
3	233	2.63e-05	4.58	7.14	-30	-80	16	-29.1	-79.1	18.4	557	-30	-80	16	260
2	175	0.000314	3.5	6.82	-6	-18	54	-4.82	-16.2	58.1	398	-6	-18	54	250
1	128	0.00288	2.54	5.26	-62	0	34	-59.1	1.19	32.1	452	-62	-2	36	291
