Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	2484	4.16e-29	28.4	8.17	42	-82	-10	38.1	-75.4	0.171	592	52	-66	-18	250
8	2207	7.81e-27	26.1	8.25	-38	-20	46	-38.7	-30.7	53.5	603	-42	-8	60	249
7	2039	2.08e-25	24.7	8.35	-38	-92	-4	-33.4	-82.7	5.64	692	-38	-92	-4	255
6	1084	2.27e-16	15.6	7.11	44	-44	46	45.3	-28.9	50.2	468	48	-44	46	240
5	698	5.56e-12	11.3	6.94	24	-66	42	22.1	-68	48.8	948	24	-72	54	357
4	625	4.56e-11	10.3	7.73	8	-8	54	1.22	-0.415	51.5	421	2	4	54	240
3	170	0.000393	3.41	6.52	68	-12	16	66.2	-17.5	17.4	528	68	-12	16	270
2	163	0.000541	3.27	5.34	36	0	66	30.8	-2.32	56.4	455	36	0	64	225
1	94	0.0169	1.77	5.41	-26	-62	-8	-25.3	-62.2	-5.31	340	-26	-62	0	237
