Cluster Index	Z	x	y	z	
13	8.31	-38	-80	-16
13	8.04	-32	-92	-6
13	6.72	-18	-88	-8
13	6.45	-36	-64	-24
13	6.39	-36	-90	0
13	6.18	-20	-54	-18
12	9.25	44	-68	-4
12	7.41	42	-82	-2
12	6.55	20	-52	-18
12	6.47	40	-60	-22
12	6.22	16	-90	0
12	5.83	34	-56	-24
11	8.01	-30	-60	62
11	7.31	-56	-22	48
11	7.17	-34	-6	62
11	7.06	-34	-10	64
11	6.58	-30	-22	70
11	6.43	-38	-24	66
10	6.89	2	8	28
10	5.97	2	4	54
10	5.89	-2	-2	52
10	5.88	8	0	32
10	5.38	-6	-24	42
10	5.37	2	-8	30
9	5.15	38	10	28
9	5.05	38	0	58
9	5.04	52	6	34
9	5.02	32	0	62
9	5.01	22	-8	66
9	4.9	44	0	52
8	6.96	38	-54	58
8	5.21	20	-60	50
8	4.91	38	-58	50
8	4.71	16	-64	52
8	4.38	30	-58	50
8	4.34	42	-40	42
7	6.93	-62	-16	12
7	5.64	-58	-32	10
7	4.24	-66	-18	22
7	4.23	-48	-26	12
7	3.8	-58	-46	6
7	3.59	-64	-44	16
6	6.77	30	-78	44
6	5.15	30	-70	26
6	5.09	28	-78	24
6	4.6	34	-60	36
6	4.43	30	-66	34
5	5.43	6	-40	50
4	6.3	52	20	-10
4	3.81	62	18	-4
4	3.66	42	14	-2
3	4.54	-36	-10	-4
3	4.32	-36	-6	-2
3	4.07	-40	-10	-10
3	3.74	-32	-20	0
3	3.62	-36	-18	-6
2	5.03	-56	8	6
2	3.32	-56	14	-2
1	4.45	56	-26	50
1	4.29	60	-28	52
1	4.03	54	-26	46
1	3.86	58	-34	50
