Cluster Index	Z	x	y	z	
20	5.93	-40	-70	6
20	5.89	-40	-72	-8
20	5.89	-48	-66	-6
20	5.72	-48	-74	6
20	5.54	-16	-94	-2
20	5.38	-32	-94	6
19	5.81	48	-64	-10
19	5.73	44	-70	6
19	5.64	34	-88	16
19	5.34	28	-84	12
19	5.24	50	-68	0
19	5.1	40	-84	2
18	6.52	-52	-2	-4
18	5.29	-24	2	2
18	4.83	-46	4	-8
18	4.63	-18	-22	4
18	4.52	-32	12	4
18	4.42	-18	-26	2
17	6.64	42	0	10
17	4.59	52	4	-6
17	4.5	32	-2	-4
17	4.46	52	6	-2
17	4.4	58	8	14
17	4.27	44	14	-6
16	5.62	-44	-42	56
16	5.6	-28	-56	58
16	5.55	-28	-56	54
16	5.37	-38	-44	44
16	5.27	-58	-24	34
16	4.91	-24	-60	40
15	7.16	-2	0	58
15	5.17	-8	12	38
15	5.08	-6	8	44
15	5.02	-8	8	40
15	4.97	4	4	70
15	4.28	-2	16	26
14	5.85	32	-58	56
14	5.21	30	-58	40
14	4.97	30	-64	44
14	4.39	32	-48	58
14	4.33	38	-38	46
14	4.28	16	-60	52
13	5.41	66	-38	26
13	5.22	56	-46	16
13	4.77	56	-50	8
13	4.68	60	-46	10
13	4.53	60	-62	14
13	4.46	56	-38	2
12	5.57	30	-46	-24
12	5.45	30	-56	-20
12	4.61	24	-42	-20
12	4.33	20	-42	-16
12	3.98	38	-50	-26
12	3.37	16	-48	-12
11	4.96	52	4	32
11	4.9	48	8	26
11	4.81	50	-2	30
11	4.66	52	0	34
11	4.41	36	0	30
11	3.46	48	4	52
10	4.81	-54	8	30
10	4.41	-62	4	26
10	4.25	-42	6	26
10	3.8	-48	-6	36
9	4.26	8	-20	4
9	4.2	8	-16	2
8	4.21	0	-56	50
8	3.93	0	-52	56
8	3.68	-4	-48	46
8	3.33	-10	-52	48
8	3.29	6	-62	56
7	4.49	-8	-14	40
7	4.38	-10	-22	48
6	4.28	-60	-34	28
6	4.18	-60	-40	22
6	3.62	-50	-42	26
5	4.45	-64	-18	16
5	4.03	-64	-24	24
5	3.52	-62	-10	18
4	5.65	62	-18	22
3	4.39	-40	0	52
3	3.61	-38	-6	56
2	4.63	-40	38	14
2	3.7	-36	30	14
1	4.53	-46	-52	12
