Cluster Index	Z	x	y	z	
14	9.16	-34	-22	64
14	9.05	-22	-60	56
14	9.01	-36	-24	60
14	9.01	-42	-22	66
14	8.82	-36	-30	38
14	8.26	-54	-26	38
13	9.15	50	-68	-10
13	7.64	32	-90	-4
13	7.47	44	-70	-16
13	6.85	40	-86	-6
13	6.68	38	-82	-12
13	6.44	40	-80	-16
12	7.21	-32	-72	-8
12	7.12	-36	-78	-6
12	7.07	-48	-62	-2
12	6.4	-34	-90	2
12	6.28	-28	-56	-24
12	6.21	-24	-58	-24
11	7.01	-2	4	50
11	6.99	-2	-4	60
11	6.76	-4	4	42
11	6.43	-8	-10	48
11	5.99	-6	-12	52
11	5.84	8	24	28
10	5.86	-12	-16	4
10	5.63	12	4	2
10	5.49	-44	-8	6
10	5.2	-52	14	-4
10	5.17	-30	14	8
10	5.02	-36	-10	12
9	5.69	24	-64	-56
9	5.46	26	-58	-58
9	5.45	14	-70	-50
9	4.19	12	-62	-52
9	3.93	14	-60	-48
8	6.36	38	2	58
8	6.23	36	-2	60
8	5.76	38	0	44
8	3.93	28	14	64
8	3.93	38	8	42
8	3.67	30	-12	58
7	7.06	-46	-50	4
7	6.71	-52	-46	24
7	6.49	-44	-50	10
7	5.18	-52	-56	12
7	4.73	-52	-44	2
7	4.33	-46	-42	18
6	6.59	-56	4	24
6	5.35	-60	4	8
6	5.25	-60	0	30
6	5.21	-56	-2	34
6	4.92	-50	-4	26
6	4.88	-54	-2	0
5	6.18	38	-4	10
5	4.93	52	16	-6
5	4.16	34	10	6
5	3.9	44	10	-4
5	3.86	42	-2	0
5	3.86	48	2	-6
4	6.17	54	2	4
4	4.53	56	6	18
4	4.02	44	6	18
3	4.25	36	48	18
3	3.86	38	50	10
3	3.59	42	44	4
3	3.51	36	40	-2
3	3.47	40	42	28
2	4.82	-50	30	18
2	4.71	-42	30	26
1	5.2	-30	44	24
